
1491400802
PING 104.16.62.3 (104.16.62.3) 56(84) bytes of data.
64 bytes from 104.16.62.3: icmp_seq=79 ttl=53 time=6.39 ms
64 bytes from 104.16.62.3: icmp_seq=80 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=81 ttl=53 time=6.39 ms
64 bytes from 104.16.62.3: icmp_seq=82 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=83 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=84 ttl=53 time=6.44 ms
64 bytes from 104.16.62.3: icmp_seq=85 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=86 ttl=53 time=6.43 ms
64 bytes from 104.16.62.3: icmp_seq=87 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=88 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=89 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=90 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=91 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=92 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=93 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=94 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=95 ttl=53 time=6.44 ms
64 bytes from 104.16.62.3: icmp_seq=96 ttl=53 time=6.48 ms
64 bytes from 104.16.62.3: icmp_seq=97 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=98 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=99 ttl=53 time=6.49 ms
64 bytes from 104.16.62.3: icmp_seq=100 ttl=53 time=6.43 ms
64 bytes from 104.16.62.3: icmp_seq=101 ttl=53 time=6.43 ms
64 bytes from 104.16.62.3: icmp_seq=102 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=103 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=104 ttl=53 time=6.47 ms
64 bytes from 104.16.62.3: icmp_seq=105 ttl=53 time=6.38 ms
64 bytes from 104.16.62.3: icmp_seq=106 ttl=53 time=6.39 ms
64 bytes from 104.16.62.3: icmp_seq=107 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=108 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=109 ttl=53 time=6.43 ms
64 bytes from 104.16.62.3: icmp_seq=110 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=111 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=112 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=113 ttl=53 time=6.45 ms
64 bytes from 104.16.62.3: icmp_seq=114 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=115 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=116 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=117 ttl=53 time=6.44 ms
64 bytes from 104.16.62.3: icmp_seq=118 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=119 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=120 ttl=53 time=6.47 ms

--- 104.16.62.3 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119156ms
rtt min/avg/max/mdev = 6.356/6.429/6.974/0.075 ms

1491422402
PING 104.16.62.3 (104.16.62.3) 56(84) bytes of data.
64 bytes from 104.16.62.3: icmp_seq=1 ttl=53 time=88.4 ms
64 bytes from 104.16.62.3: icmp_seq=2 ttl=53 time=86.8 ms
64 bytes from 104.16.62.3: icmp_seq=3 ttl=53 time=74.5 ms
64 bytes from 104.16.62.3: icmp_seq=4 ttl=53 time=86.9 ms
64 bytes from 104.16.62.3: icmp_seq=5 ttl=53 time=71.4 ms
64 bytes from 104.16.62.3: icmp_seq=6 ttl=53 time=83.1 ms
64 bytes from 104.16.62.3: icmp_seq=7 ttl=53 time=210 ms
64 bytes from 104.16.62.3: icmp_seq=8 ttl=53 time=88.4 ms
64 bytes from 104.16.62.3: icmp_seq=9 ttl=53 time=89.2 ms
64 bytes from 104.16.62.3: icmp_seq=10 ttl=53 time=72.9 ms
64 bytes from 104.16.62.3: icmp_seq=11 ttl=53 time=75.5 ms
64 bytes from 104.16.62.3: icmp_seq=12 ttl=53 time=78.8 ms
64 bytes from 104.16.62.3: icmp_seq=13 ttl=53 time=99.4 ms
64 bytes from 104.16.62.3: icmp_seq=14 ttl=53 time=103 ms
64 bytes from 104.16.62.3: icmp_seq=15 ttl=53 time=102 ms
64 bytes from 104.16.62.3: icmp_seq=16 ttl=53 time=92.9 ms
64 bytes from 104.16.62.3: icmp_seq=17 ttl=53 time=86.1 ms
64 bytes from 104.16.62.3: icmp_seq=18 ttl=53 time=84.1 ms
64 bytes from 104.16.62.3: icmp_seq=19 ttl=53 time=74.3 ms
64 bytes from 104.16.62.3: icmp_seq=20 ttl=53 time=73.7 ms
64 bytes from 104.16.62.3: icmp_seq=21 ttl=53 time=83.8 ms
64 bytes from 104.16.62.3: icmp_seq=22 ttl=53 time=83.5 ms
64 bytes from 104.16.62.3: icmp_seq=23 ttl=53 time=82.6 ms
64 bytes from 104.16.62.3: icmp_seq=24 ttl=53 time=75.8 ms
64 bytes from 104.16.62.3: icmp_seq=25 ttl=53 time=79.2 ms
64 bytes from 104.16.62.3: icmp_seq=26 ttl=53 time=80.9 ms
64 bytes from 104.16.62.3: icmp_seq=27 ttl=53 time=97.0 ms
64 bytes from 104.16.62.3: icmp_seq=28 ttl=53 time=88.8 ms
64 bytes from 104.16.62.3: icmp_seq=29 ttl=53 time=82.9 ms
64 bytes from 104.16.62.3: icmp_seq=30 ttl=53 time=78.2 ms
64 bytes from 104.16.62.3: icmp_seq=31 ttl=53 time=78.0 ms
64 bytes from 104.16.62.3: icmp_seq=32 ttl=53 time=85.4 ms
64 bytes from 104.16.62.3: icmp_seq=33 ttl=53 time=91.3 ms
64 bytes from 104.16.62.3: icmp_seq=34 ttl=53 time=94.3 ms
64 bytes from 104.16.62.3: icmp_seq=35 ttl=53 time=96.1 ms
64 bytes from 104.16.62.3: icmp_seq=36 ttl=53 time=98.5 ms
64 bytes from 104.16.62.3: icmp_seq=37 ttl=53 time=86.7 ms
64 bytes from 104.16.62.3: icmp_seq=38 ttl=53 time=72.7 ms
64 bytes from 104.16.62.3: icmp_seq=39 ttl=53 time=74.8 ms
64 bytes from 104.16.62.3: icmp_seq=40 ttl=53 time=87.0 ms
64 bytes from 104.16.62.3: icmp_seq=41 ttl=53 time=79.2 ms
64 bytes from 104.16.62.3: icmp_seq=42 ttl=53 time=87.5 ms
64 bytes from 104.16.62.3: icmp_seq=43 ttl=53 time=90.0 ms
64 bytes from 104.16.62.3: icmp_seq=44 ttl=53 time=74.9 ms
64 bytes from 104.16.62.3: icmp_seq=45 ttl=53 time=70.3 ms
64 bytes from 104.16.62.3: icmp_seq=46 ttl=53 time=78.7 ms
64 bytes from 104.16.62.3: icmp_seq=47 ttl=53 time=89.1 ms
64 bytes from 104.16.62.3: icmp_seq=48 ttl=53 time=90.0 ms
64 bytes from 104.16.62.3: icmp_seq=49 ttl=53 time=97.2 ms
64 bytes from 104.16.62.3: icmp_seq=50 ttl=53 time=93.0 ms
64 bytes from 104.16.62.3: icmp_seq=51 ttl=53 time=74.5 ms
64 bytes from 104.16.62.3: icmp_seq=52 ttl=53 time=78.3 ms
64 bytes from 104.16.62.3: icmp_seq=53 ttl=53 time=89.4 ms
64 bytes from 104.16.62.3: icmp_seq=54 ttl=53 time=89.7 ms
64 bytes from 104.16.62.3: icmp_seq=55 ttl=53 time=88.0 ms
64 bytes from 104.16.62.3: icmp_seq=56 ttl=53 time=88.9 ms
64 bytes from 104.16.62.3: icmp_seq=57 ttl=53 time=85.7 ms
64 bytes from 104.16.62.3: icmp_seq=58 ttl=53 time=69.0 ms
64 bytes from 104.16.62.3: icmp_seq=59 ttl=53 time=63.9 ms
64 bytes from 104.16.62.3: icmp_seq=60 ttl=53 time=72.2 ms
64 bytes from 104.16.62.3: icmp_seq=61 ttl=53 time=78.4 ms
64 bytes from 104.16.62.3: icmp_seq=62 ttl=53 time=90.4 ms
64 bytes from 104.16.62.3: icmp_seq=63 ttl=53 time=96.4 ms
64 bytes from 104.16.62.3: icmp_seq=64 ttl=53 time=89.2 ms
64 bytes from 104.16.62.3: icmp_seq=65 ttl=53 time=79.0 ms
64 bytes from 104.16.62.3: icmp_seq=66 ttl=53 time=73.8 ms
64 bytes from 104.16.62.3: icmp_seq=67 ttl=53 time=69.1 ms
64 bytes from 104.16.62.3: icmp_seq=68 ttl=53 time=74.0 ms
64 bytes from 104.16.62.3: icmp_seq=69 ttl=53 time=86.8 ms
64 bytes from 104.16.62.3: icmp_seq=70 ttl=53 time=83.5 ms
64 bytes from 104.16.62.3: icmp_seq=71 ttl=53 time=79.3 ms
64 bytes from 104.16.62.3: icmp_seq=72 ttl=53 time=68.4 ms
64 bytes from 104.16.62.3: icmp_seq=73 ttl=53 time=72.4 ms
64 bytes from 104.16.62.3: icmp_seq=74 ttl=53 time=64.1 ms
64 bytes from 104.16.62.3: icmp_seq=75 ttl=53 time=85.2 ms
64 bytes from 104.16.62.3: icmp_seq=76 ttl=53 time=79.8 ms
64 bytes from 104.16.62.3: icmp_seq=77 ttl=53 time=81.2 ms
64 bytes from 104.16.62.3: icmp_seq=78 ttl=53 time=85.2 ms
64 bytes from 104.16.62.3: icmp_seq=79 ttl=53 time=67.5 ms
64 bytes from 104.16.62.3: icmp_seq=80 ttl=53 time=61.1 ms
64 bytes from 104.16.62.3: icmp_seq=81 ttl=53 time=54.2 ms
64 bytes from 104.16.62.3: icmp_seq=82 ttl=53 time=89.1 ms
64 bytes from 104.16.62.3: icmp_seq=83 ttl=53 time=93.4 ms
64 bytes from 104.16.62.3: icmp_seq=84 ttl=53 time=105 ms
64 bytes from 104.16.62.3: icmp_seq=85 ttl=53 time=95.1 ms
64 bytes from 104.16.62.3: icmp_seq=86 ttl=53 time=98.7 ms
64 bytes from 104.16.62.3: icmp_seq=87 ttl=53 time=87.5 ms
64 bytes from 104.16.62.3: icmp_seq=88 ttl=53 time=94.5 ms
64 bytes from 104.16.62.3: icmp_seq=89 ttl=53 time=88.8 ms
64 bytes from 104.16.62.3: icmp_seq=90 ttl=53 time=91.9 ms
64 bytes from 104.16.62.3: icmp_seq=91 ttl=53 time=95.0 ms
64 bytes from 104.16.62.3: icmp_seq=92 ttl=53 time=93.5 ms
64 bytes from 104.16.62.3: icmp_seq=93 ttl=53 time=90.2 ms
64 bytes from 104.16.62.3: icmp_seq=94 ttl=53 time=71.4 ms
64 bytes from 104.16.62.3: icmp_seq=95 ttl=53 time=71.2 ms
64 bytes from 104.16.62.3: icmp_seq=96 ttl=53 time=65.9 ms
64 bytes from 104.16.62.3: icmp_seq=97 ttl=53 time=88.7 ms
64 bytes from 104.16.62.3: icmp_seq=98 ttl=53 time=94.1 ms
64 bytes from 104.16.62.3: icmp_seq=99 ttl=53 time=77.0 ms
64 bytes from 104.16.62.3: icmp_seq=100 ttl=53 time=68.4 ms
64 bytes from 104.16.62.3: icmp_seq=101 ttl=53 time=59.5 ms
64 bytes from 104.16.62.3: icmp_seq=102 ttl=53 time=55.5 ms
64 bytes from 104.16.62.3: icmp_seq=103 ttl=53 time=74.9 ms
64 bytes from 104.16.62.3: icmp_seq=104 ttl=53 time=79.5 ms
64 bytes from 104.16.62.3: icmp_seq=105 ttl=53 time=93.7 ms
64 bytes from 104.16.62.3: icmp_seq=106 ttl=53 time=99.8 ms
64 bytes from 104.16.62.3: icmp_seq=107 ttl=53 time=91.3 ms
64 bytes from 104.16.62.3: icmp_seq=108 ttl=53 time=69.6 ms
64 bytes from 104.16.62.3: icmp_seq=109 ttl=53 time=67.3 ms
64 bytes from 104.16.62.3: icmp_seq=110 ttl=53 time=74.7 ms
64 bytes from 104.16.62.3: icmp_seq=111 ttl=53 time=77.1 ms
64 bytes from 104.16.62.3: icmp_seq=112 ttl=53 time=83.8 ms
64 bytes from 104.16.62.3: icmp_seq=113 ttl=53 time=93.9 ms
64 bytes from 104.16.62.3: icmp_seq=114 ttl=53 time=92.0 ms
64 bytes from 104.16.62.3: icmp_seq=115 ttl=53 time=92.4 ms
64 bytes from 104.16.62.3: icmp_seq=116 ttl=53 time=74.5 ms
64 bytes from 104.16.62.3: icmp_seq=117 ttl=53 time=70.4 ms
64 bytes from 104.16.62.3: icmp_seq=118 ttl=53 time=77.0 ms
64 bytes from 104.16.62.3: icmp_seq=119 ttl=53 time=88.0 ms
64 bytes from 104.16.62.3: icmp_seq=120 ttl=53 time=89.7 ms

--- 104.16.62.3 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119127ms
rtt min/avg/max/mdev = 54.217/83.824/210.154/15.620 ms

1491444003
PING 104.16.62.3 (104.16.62.3) 56(84) bytes of data.
64 bytes from 104.16.62.3: icmp_seq=1 ttl=53 time=6.63 ms
64 bytes from 104.16.62.3: icmp_seq=2 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=3 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=4 ttl=53 time=6.48 ms
64 bytes from 104.16.62.3: icmp_seq=5 ttl=53 time=6.51 ms
64 bytes from 104.16.62.3: icmp_seq=6 ttl=53 time=6.35 ms
64 bytes from 104.16.62.3: icmp_seq=7 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=8 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=9 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=10 ttl=53 time=6.49 ms
64 bytes from 104.16.62.3: icmp_seq=11 ttl=53 time=6.44 ms
64 bytes from 104.16.62.3: icmp_seq=12 ttl=53 time=6.61 ms
64 bytes from 104.16.62.3: icmp_seq=13 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=14 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=15 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=16 ttl=53 time=6.48 ms
64 bytes from 104.16.62.3: icmp_seq=17 ttl=53 time=6.66 ms
64 bytes from 104.16.62.3: icmp_seq=18 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=19 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=20 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=21 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=22 ttl=53 time=6.60 ms
64 bytes from 104.16.62.3: icmp_seq=23 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=24 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=25 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=26 ttl=53 time=6.66 ms
64 bytes from 104.16.62.3: icmp_seq=27 ttl=53 time=6.64 ms
64 bytes from 104.16.62.3: icmp_seq=28 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=29 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=30 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=31 ttl=53 time=6.35 ms
64 bytes from 104.16.62.3: icmp_seq=32 ttl=53 time=6.60 ms
64 bytes from 104.16.62.3: icmp_seq=33 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=34 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=35 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=36 ttl=53 time=6.43 ms
64 bytes from 104.16.62.3: icmp_seq=37 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=38 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=39 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=40 ttl=53 time=6.51 ms
64 bytes from 104.16.62.3: icmp_seq=41 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=42 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=43 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=44 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=45 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=46 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=47 ttl=53 time=6.56 ms
64 bytes from 104.16.62.3: icmp_seq=48 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=49 ttl=53 time=6.62 ms
64 bytes from 104.16.62.3: icmp_seq=50 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=51 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=52 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=53 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=54 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=55 ttl=53 time=6.51 ms
64 bytes from 104.16.62.3: icmp_seq=56 ttl=53 time=6.39 ms
64 bytes from 104.16.62.3: icmp_seq=57 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=58 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=59 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=60 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=61 ttl=53 time=6.35 ms
64 bytes from 104.16.62.3: icmp_seq=62 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=63 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=64 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=65 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=66 ttl=53 time=6.44 ms
64 bytes from 104.16.62.3: icmp_seq=67 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=68 ttl=53 time=6.51 ms
64 bytes from 104.16.62.3: icmp_seq=69 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=70 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=71 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=72 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=73 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=74 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=75 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=76 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=77 ttl=53 time=6.62 ms
64 bytes from 104.16.62.3: icmp_seq=78 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=79 ttl=53 time=6.52 ms
64 bytes from 104.16.62.3: icmp_seq=80 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=81 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=82 ttl=53 time=6.53 ms
64 bytes from 104.16.62.3: icmp_seq=83 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=84 ttl=53 time=6.51 ms
64 bytes from 104.16.62.3: icmp_seq=85 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=86 ttl=53 time=6.39 ms
64 bytes from 104.16.62.3: icmp_seq=87 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=88 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=89 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=90 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=91 ttl=53 time=6.42 ms
64 bytes from 104.16.62.3: icmp_seq=92 ttl=53 time=6.65 ms
64 bytes from 104.16.62.3: icmp_seq=93 ttl=53 time=6.58 ms
64 bytes from 104.16.62.3: icmp_seq=94 ttl=53 time=6.47 ms
64 bytes from 104.16.62.3: icmp_seq=95 ttl=53 time=6.54 ms
64 bytes from 104.16.62.3: icmp_seq=96 ttl=53 time=6.46 ms
64 bytes from 104.16.62.3: icmp_seq=97 ttl=53 time=6.62 ms
64 bytes from 104.16.62.3: icmp_seq=98 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=99 ttl=53 time=6.61 ms
64 bytes from 104.16.62.3: icmp_seq=100 ttl=53 time=6.50 ms
64 bytes from 104.16.62.3: icmp_seq=101 ttl=53 time=6.41 ms
64 bytes from 104.16.62.3: icmp_seq=102 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=103 ttl=53 time=6.60 ms
64 bytes from 104.16.62.3: icmp_seq=104 ttl=53 time=6.57 ms
64 bytes from 104.16.62.3: icmp_seq=105 ttl=53 time=6.47 ms
64 bytes from 104.16.62.3: icmp_seq=106 ttl=53 time=6.40 ms
64 bytes from 104.16.62.3: icmp_seq=107 ttl=53 time=6.67 ms
64 bytes from 104.16.62.3: icmp_seq=108 ttl=53 time=6.59 ms
64 bytes from 104.16.62.3: icmp_seq=109 ttl=53 time=6.55 ms
64 bytes from 104.16.62.3: icmp_seq=110 ttl=53 time=6.62 ms
64 bytes from 104.16.62.3: icmp_seq=111 ttl=53 time=6.40 ms
